id,name,area,address,postcode,lon,lat,phone,capacity,women,usage,multi,theme,management,website,email,phone_enhanced,facebook,instagram,youtube,twitter,linkedin,contact_page,MuslimsInBritainData
2241,Faizan-e-Islam Mosque (Lea Bridge Rd),London,757 Lea Bridge Rd,E17 9DZ,-0.0048882,51.5796648,+44 20 8281 7359,Unavailable,not available,not available,False,not available,not available,http://www.faizaneislam.com/,manchester@faizaneislam.com,not available,https://www.facebook.com/faizaneislam.org.uk/,Unavailable,https://www.youtube.com/user/FaizaneIslam,https://twitter.com/faizaneislam,Unavailable,https://faizaneislam.com/contact/,False
2242,Friday Prayer,Kirkcaldy,"Victoria Hospital, Hayfield House, Hayfield Rd",KY2 5AH,-3.1592689,56.1248818,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2243,Eden House Mosque and Youth Community Centre,Rochdale,"The Courthouse, Town Meadows",OL16 1AG,-2.1612448,53.6161959,+44 7976 614519,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2244,Muslim Prayer Room,Salford,Business House,M6 6AH,-2.275455,53.4882152,+44 7590 322949,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2245,Wybourn Islamic Centre,Sheffield,139 Maltravers Rd,S2 5AD,-1.446941,53.3832514,+44 7713 037949,Unavailable,not available,not available,False,not available,not available,https://wybournislamiccentre.org/,info@wybournislamiccentre.org,not available,https://www.facebook.com/people/Wybourn-Islamic-Centre/61556499626881/,Unavailable,https://www.youtube.com/watch?v=qZqx_Ky3iwI,Unavailable,Unavailable,https://wybournislamiccentre.org/contact-us/,False
2246,LGBTQIA+ Orphanage,Cheltenham,15 Lawrence Cl,GL52 6NN,-2.0457872,51.886883,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2247,Muslim Prayer Room,London,"Westminster Hospital, Level 4, in between Zone C &D, Fulham Rd.",SW10 9NH,-0.1813397,51.4839583,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.chelwest.nhs.uk/your-visit/advice-and-support/chaplaincy-multi-faith,chelwest.chaplaincy@nhs.net,not available,https://www.facebook.com/chelwest,http://www.instagram.com/chelwestft,Unavailable,http://www.twitter.com/chelwestft,http://www.linkedin.com/company/1156849/,https://www.chelwest.nhs.uk/contact,False
2248,Abu Bakr Mosque,Manchester,71 Ardwick Green N,M12 6FX,-2.2226307,53.4715279,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2249,Medina Islamic Education Centre,Clitheroe,26 Holden St,BB7 1LU,-2.3866624,53.8726565,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2250,Friday Prayer (Jummah Salah),Southall,Unavailable,UB1 3HW,-0.3458315999999999,51.5075456,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2251,Multiple faith prayer room,Hounslow,"Departures, Heathrow Airport T5A",TW6 2GA,-0.4812513,51.4717055,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.heathrow.com/at-the-airport/terminal-facilities/multi-faith-prayer-rooms,multifaith@heathrow.com,not available,https://www.facebook.com/HeathrowAirport/,https://www.instagram.com/heathrow_airport/,https://www.youtube.com/user/LHRHeathrow,https://twitter.com/heathrowairport,Unavailable,https://heathrow.com/airline-contact-info,False
2252,Nmc Centre & Masjid,Northwich,6 Church Rd,CW9 5NT,-2.5061199,53.2622905,+44 7943 230030,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2253,Friday Prayer (Jummah Salah),Warrington,"North Cheshire Hospital Nhs Trust, Lovely Ln",WA5 1QG,-2.6102843,53.3943661,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2254,Shirley Muslim Association - Southwing SCCA,Croydon,9 Shrublands Ave,CR0 8JD,-0.0307113,51.3689995,+44 7796 933827,Unavailable,not available,not available,False,not available,not available,https://shirleyma.org.uk/,info@shirleyma.org.uk,not available,Unavailable,http://www.instagram.com/smartsportfc,Unavailable,Unavailable,Unavailable,Unavailable,False
2255,Friday Prayer (Jummah Salah),Bridgend,37 Litchard Cross,CF31 1NZ,-3.5726783,51.5198384,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2256,Faizan e Makkah Masjid,Bradford,Lilycroft Rd,BD9 5AB,-1.7815071,53.8071491,+44 1274 442663,Unavailable,not available,not available,False,not available,not available,http://www.dawateislami.co.uk/,Unavailable,not available,https://www.facebook.com/ukdawateislamiofficial/,https://www.instagram.com/ukdawateislami/,https://www.youtube.com/@MadaniChannelEnglishLive/live,https://twitter.com/uk_dawateislami,Unavailable,https://www.dawateislami.co.uk/assets/css/module-css/contact-page.css,False
2257,West Leeds Jamia Masjid,Leeds,Town St,LS12 3JG,-1.5970088,53.7970075,+44 7824 635447,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2258,Islamic Centre Milton Keynes,Milton Keynes,Fishermead Blvd,MK6 2AQ,-0.7470928,52.03638,+44 7518 340328,Unavailable,not available,not available,False,not available,not available,https://shahrubanpk.com/index.html,info@slmcfmk.org.uk,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://shahrubanpk.com/contact.html,False
2259,Friday Prayer (Jumu'ah) in Paramount Knitwear,Leicester,Unavailable,Unavailable,-1.1929997,52.6077145,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2260,Al-Aqsa Islamic Centre,Leicester,Balderstone Cl,LE5 4ES,-1.0801853,52.6356079,07966 898423,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2261,Faizan-e-Madina Nottingham,Nottingham,10-14 Oakdale Rd,NG3 7EE,-1.1132951,52.9593464,+44 7876 311712,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2262,Masjid Nuur,Liverpool,Granby St,L8 2XA,-2.9564843,53.391712,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2263,Al-Mustaqeem Masjid,Bradford,4 Central Ave,BD5 0PB,-1.7663811,53.780445,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2264,Masjid Ibraheem,Stoke-on-Trent,53-75 Etruria Vale Rd,ST1 4BF,-2.1893394,53.0194191,+44 7470 731479,Unavailable,not available,not available,False,not available,not available,https://m.facebook.com/people/Masjid-Ibraheem/100069971132924/,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2265,Jummah Salah in Golden Lane Community Centre,London,Unavailable,Unavailable,-0.0955278,51.5221797,+44 7951 251363,Unavailable,not available,J,False,not available,not available,https://www.halls4jumuah.org/,halls4jumuah1@gmail.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://halls4jumuah.org/contact-us,False
2266,Jummah Salah in Sanctuary,Liverpool,Unavailable,Unavailable,-2.8964363,53.4184981,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2267,Muslim Prayer Room - Glasgow Uni,Glasgow,Jarrett Building,G61 1QQ,-4.3180921,55.8994899,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2268,Karimia Mosque,Oldham,Webster St,Unavailable,-2.1121812,53.535276,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2270,Mehfil e shah e wilayat,Leicester,33 Dorothy Rd,LE5 5DR,-1.1008126,52.6331436,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2271,Jamia Al Bilal Mosque,Stockton-on-Tees,30-32 Yarm Rd,TS18 3NG,-1.3230638,54.5595358,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2272,Kilmarnock Central Mosque,Kilmarnock,57 London Rd,KA3 7AH,-4.4870889,55.608069,+44 1563 257860,Unavailable,not available,not available,False,not available,not available,https://www.ayrshiremosque.org.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2274,Jummah Salah in Alpha Grove Community Centre,London,Alpha Grove,E14 8LH,-0.023053,51.4986762,Unavailable,Unavailable,not available,J,False,not available,not available,https://www.towerhamletsmosques.co.uk/jumuahtimes/,towerhamletsmosques@gmail.com,not available,http://www.facebook.com/thmuslims,Unavailable,Unavailable,http://www.twitter.com/thmuslims,Unavailable,https://www.towerhamletsmosques.co.uk/contact-us/,False
2275,Madina mosque,Dagenham,689 Green Ln,RM8 1UU,0.1226128,51.5624579,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2276,Cube Foundation,Sheffield,134 Main Rd,S9 5HQ,-1.411193,53.3876551,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.cubefoundation.org/,info@cubefoundation.org,not available,https://facebook.com/cubefoundation,Unavailable,https://www.youtube.com/@CFDawah,Unavailable,Unavailable,http://cubefoundation.org/contact-us/,False
2278,Potters Bar Islamic Community Centre,Potters Bar,363 Mutton Ln,EN6 3BP,-0.2009507999999999,51.6994,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.pbicc.org/,info@pbicc.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2279,SMF Community Hub,Cheadle,246 Finney Ln,SK8 3QD,-2.2340226,53.3702994,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2280,Jummah Salah in Whitechapel Sports Centre,London,55 Durward St,E1 5BA,-0.0614741,51.5198306,Unavailable,Unavailable,not available,J,False,not available,not available,https://www.towerhamletsmosques.co.uk/jumuahtimes/,towerhamletsmosques@gmail.com,not available,http://www.facebook.com/thmuslims,Unavailable,Unavailable,http://www.twitter.com/thmuslims,Unavailable,https://www.towerhamletsmosques.co.uk/contact-us/,False
2282,Jamia Muhammadiyah Qadriyah,Bradford,179 Otley Rd,BD3 0HX,-1.7430770999999998,53.8027947,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2283,JUMMAH (Friday Prayers) at Ickenham Village Hall,Uxbridge,33 Swakeleys Rd,UB10 8DG,-0.4458088999999999,51.5646731,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2284,Friday Prayer (Jummah Salah),Solihull,"Hospital, Lode Ln",B91 2JL,-1.7742068,52.4175103,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2285,Southfields prayer hall (Ackroydon hall),London,Montfort Pl,SW19 6QL,-0.2181816,51.4467213,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2286,Masjid-e-Vali,Blackburn,Preston New Rd,BB2 6PS,-2.5099131,53.7513166,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2287,Friday Prayer,Whitehaven,12 Homewood Rd,CA28 8JG,-3.5631692,54.530244,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2288,Masjid Yousuf,Birmingham,"575, 577 Barrows Ln",B26 3BD,-1.791635,52.4565213,+44 121 630 3563,Unavailable,not available,not available,False,not available,not available,http://masjidyousuf.com/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2289,Assahaba Mosque and Islamic Centre,Bristol,Sydenham Ln,BS6 5SQ,-2.5901699,51.4646946,+44 7786 663278,Unavailable,not available,not available,False,not available,not available,https://assahaba-centre.org/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://assahaba-centre.org/#contact-us,False
2290,Beardwood Musallah,Blackburn,55 Beardwood Brow,BB2 7AT,-2.5122831,53.7581548,+44 7718 654207,Unavailable,not available,not available,False,not available,not available,https://beardwoodmusallah.org/,info@beardwoodmusallah.org,not available,https://www.facebook.com/AxiomThemes-505060569826537/,https://www.instagram.com/axiom_themes/,Unavailable,https://twitter.com/axiom_themes,Unavailable,https://beardwoodmusallah.org/contact/,False
2291,Jummah Salah in Alton Community Centre,Alton,"Alton community centre, Amery St",GU34 1HP,-0.9769655,51.1497046,+44 7810 522928,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2292,Masjid,Bolton,Washington St,Unavailable,-2.4487713,53.5722897,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2294,Friday Prayer (Jummah Salah),Wrexham,2XWQ+R6,Unavailable,-3.0118981,53.0470942,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2295,Inverness Mosque & Islamic Community & Education Centre,Inverness,1 Portland Pl,IV1 1NE,-4.2305705,57.4833822,+44 7714 499289,Unavailable,not available,not available,False,not available,not available,http://www.invernessmasjid.co.uk/,Unavailable,not available,https://www.facebook.com/Invernessmasjid/,Unavailable,Unavailable,https://twitter.com/InvernessMasjid,Unavailable,Unavailable,False
2296,Jummah Salah in Lewsey Community Centre,Luton,Landrace Rd,LU4 0SW,-0.4967494999999999,51.9024048,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2298,"Prayers Room for Muslims - On Request to the cleaner, they will open the door",Brierley Hill,36 Merry Hill,DY5 1SP,-2.1102157,52.4818959,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2299,Friday Prayer (Jummah Salah),Bristol,Southmead Rd,BS10 5NB,-2.5908627,51.4944935,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2300,Gulzar-e-Habib Masjid & Islamic Centre Crawley,Crawley,1-2 Pegler Way,RH11 7AG,-0.1912424999999999,51.1156382,+44 7885 277806,Unavailable,not available,not available,False,not available,not available,http://www.crawleycentralmosque.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2301,Masjid Abu Bakr,Sheffield,Bawtry Rd,S9 1WA,-1.3960347,53.411033,Unavailable,Unavailable,not available,not available,False,not available,not available,http://mabtinsley.com/,Unavailable,not available,Unavailable,https://www.instagram.com/mabtinsley,https://www.youtube.com/@Masjid_Abu_Bakr,Unavailable,Unavailable,Unavailable,False
2302,Abrar Foundation,London,"Abrar House, 45 Crawford Pl",W1H 4LP,-0.1651512,51.5189284,+44 20 7724 3033,Unavailable,not available,not available,False,not available,not available,https://abraronline.net/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2303,"Friday Prayer (Jumu'ah) OTM, 1st Floor",Buckingham,Unavailable,Unavailable,-0.9899074,51.9958119,Unavailable,Unavailable,not available,not available,False,not available,not available,https://su.buckingham.ac.uk/organisation/6174/,studentsunion@buckingham.ac.uk,not available,https://www.facebook.com/uniofbuckinghamsu/ ,//instagram.com/isoc_uob,Unavailable,Unavailable,Unavailable,Unavailable,False
2304,Bart's hospital musalla Friday Prayer,London,Little Britain,EC1A 7BX,-0.099926,51.5179543,+44 7506 436693,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2305,Peckham High St Islamic & Cultural Centre,London,"Basement flat 118, 120 Peckham High St",SE15 5SL,-0.066611,51.4741552,+44 20 7635 0088,Unavailable,not available,not available,False,not available,not available,http://www.phsicc.org/,info@phsicc.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://www.phsicc.org/contact-us/,False
2306,Blackbird Muslim Community Centre,London,35 Blackbird Hill,NW9 8RS,-0.2626747,51.5647165,Unavailable,Unavailable,not available,not available,False,not available,not available,https://mawaqit.net/en/m/blackbird-hill-muslim-community-centre-london-nw9-8rs-united-kingdom,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2308,Multi faith prayer room,Baldock,Services,Unavailable,-0.1891524,51.9895255,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2310,Burhani Masjid,Leicester,10 Bath St,LE4 7QD,-1.1227049999999998,52.6606892,Unavailable,Unavailable,not available,not available,False,not available,not available,https://uk.thedawoodibohras.com/our-communities/leicester/,office@fayzehusayni.co.uk,not available,https://www.facebook.com/thedawoodibohras/,https://www.instagram.com/thedawoodibohrasofuk/,https://www.youtube.com/c/TheDawoodiBohrasTDB,https://twitter.com/Bohras_UK,https://www.linkedin.com/company/thedawoodibohras,https://uk.thedawoodibohras.com/contact/,False
2311,Jummah Salah in Prayer room,Portsmouth,Unavailable,PO6 3LY,-1.0699317,50.8502973,023 9228 6408,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2312,Arbroath Islamic Community Center,Arbroath,57 Hayshead Rd,DD11 5AT,-2.5792922,56.5669521,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.arbroathislamiccentre.co.uk/,info@arbroathislamiccentre.co.uk,not available,Unavailable,https://www.instagram.com/arbroathislamiccentre?igsh=OTM5ZDF1N2FnOW4z&utm_source=qr,Unavailable,Unavailable,Unavailable,https://www.arbroathislamiccentre.co.uk/home-1-2,False
2313,Friday Prayer (Jummah Salah),Wakefield,2 Tuke Grove,WF1 4DJ,-1.4882997999999998,53.6924835,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2314,Hospital Mosque,Stoke-on-Trent,"The, Lyme Building, Royal Stoke Hospital, LG2",ST4 6QG,-2.2133854,53.0022563,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2317,Aman Association,Enniskillen,"Aman Association, 100 Irvinestown Rd",BT74 6DN,-7.6336902,54.3598534,07855 293807,Unavailable,not available,not available,False,not available,not available,http://facebook.com/amanassociationfermanagh,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2318,Zabriya Al Zbiyu Masjid,Newport,45 Chepstow Rd,NP19 8BX,-2.9865546,51.5910566,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2321,Masjid-E-Ali Ibn Abu Talib,Middlesbrough,11 Granville Rd,TS1 3PF,-1.2384444,54.5680586,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2322,Rochdale Community Mosque,Rochdale,213 Yorkshire St,OL12 0DS,-2.1483808,53.6221136,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.rochdalemosque.org/,info@rochdalemosque.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2323,Maryam Mosque,Middlesbrough,Green Ln,TS5 7RX,-1.2490781,54.5516512,+44 1642 819980,Unavailable,not available,not available,False,not available,not available,https://www.masjidmaryam.co.uk/,info@masjidmaryam.co.uk,not available,https://www.facebook.com/MasjidMaryamOfficial/,https://www.instagram.com/masjidmaryamofficial/,Unavailable,Unavailable,Unavailable,https://masjidmaryam.co.uk/contact-page/,False
2324,Friday Prayer (Jumu'ah),Salford,University Rd,M5 4QW,-2.2754109,53.4883734,+44 7590 322949,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2325,Tees Valley Muslim Community Centre,Stockton-on-Tees,"Pragnell House, Sopwith Cl",TS18 3TT,-1.3251957,54.5471263,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.facebook.com/TVMCCI/,Unavailable,not available,https://www.facebook.com/login/,Unavailable,Unavailable,Unavailable,Unavailable,https://www.facebook.com/help/637205020878504,False
2326,Unity Centre & Mosque,Oldham,5 Webster St,Unavailable,-2.1122018,53.5352356,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2327,Beacon Mosque,Loughborough,300 Park Rd,LE11 2HL,-1.2101537,52.7557219,+44 7825 357268,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2328,Friday Prayer (Jummah Salah),Cwmbran,J2X3+V8,Unavailable,-2.9966427,51.6496589,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2329,Masjid,Manchester,200 Lees St,M18 8QN,-2.1638041,53.4668086,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2330,Prayer & Education Centre of St Ives & Hunts,St. Ives,38 The Broadway,PE27 5BN,-0.07625,52.3253266,+44 7944 238783,Unavailable,not available,not available,False,not available,not available,https://stivesprayerandeducationcentre.org.uk/,info@stivesprayerandeducationcentre.org.uk,not available,https://www.facebook.com/share/169j16GTpx/?mibextid=wwXIfr,Unavailable,Unavailable,Unavailable,Unavailable,https://stivesprayerandeducationcentre.org.uk/contact/,False
2332,Friday Prayer,London,10 Cutcombe Rd,SE5 9RJ,-0.0961345,51.4682697,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2333,Faizan e Madinah & Education Centre,Oldham,Huxley St,OL4 5JX,-2.0873637,53.5382979,+44 7920 475366,Unavailable,not available,not available,False,not available,not available,https://www.facebook.com/FMOldham,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2334,Friday Prayer (Jummah Salah),Boston,"Pilgrim Hospital, Sibsey Rd",PE21 9QS,-0.0102965,52.9911962,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2335,The Islamic Culture Centre,Peterborough,"Unit 3B, The Courtyard, 27 Norfolk St",PE1 2NP,-0.2465858,52.5824638,+44 7849 959140,Unavailable,not available,not available,False,not available,not available,https://islamicculturecentre.co.uk/,islamic.c.centre@gmail.com,not available,https://www.facebook.com/icc1234,Unavailable,Unavailable,https://twitter.com/icc123456,Unavailable,https://islamicculturecentre.co.uk/contact/,False
2336,Prayer room (Mosque),Manchester,Cleggs Ln,M38 9NJ,-2.4174575,53.5357005,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2337,Friday Prayer in room E202a,Manchester,12 Oxford Rd,M1 5QA,-2.2392433,53.4720939,Unavailable,Unavailable,not available,not available,False,not available,not available,https://www.mmu.ac.uk/student-life/wellbeing/chaplaincy,press@mmu.ac.uk,not available,https://www.facebook.com/manmetuni,https://www.instagram.com/manmetuni/,https://www.youtube.com/@ManMetUni,Unavailable,https://www.linkedin.com/company/manchester-metropolitan-university/,https://mmu.ac.uk/contact/course-enquiry/,False
2338,Ali Reza Islamic Centre,Chelmsford,Regina Rd,CM1 1PE,0.4767692,51.7381403,Unavailable,Unavailable,not available,not available,False,not available,not available,https://essexjamaat.org.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://www.essexjamaat.org.uk/contact/,False
2339,Jamia Masjid Raza And Educational Centre,Dewsbury,399 Lees Hall Rd,WF12 9HB,-1.6396205,53.671522,+44 7733 143027,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2340,Ladies Jummah Salah in Pakistan Community Centre,Reading,373 London Rd,RG1 3PA,-0.9422171,51.4549062,+44 118 926 9031,Unavailable,not available,J,False,not available,not available,https://directory.wokingham.gov.uk/kb5/wokingham/directory/service.page?id=1-cddakPNC4,pcc-admin@btconnect.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://wokingham.gov.uk/contact.page,False
2341,"Jummah Salah (Maybe other Salah too) in Marks Gate Community Hub,",Romford,"Rose Lane Community Centre, Rose Ln",RM6 5NJ,0.1360569,51.585245,07879 854431,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2342,Upper Soothill Masjid,Dewsbury,1039 Leeds Rd,WF12 7HY,-1.5936618,53.7159425,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
